Question	Answer	Source	Metadata
What you talking about Willis?	"Sorry, I don't understand."	qna_stockbuzz_Professional	editorial:stockbuzz
What is that supposed to mean?	"Sorry, I don't understand."	qna_stockbuzz_Professional	editorial:stockbuzz
You want to tell me more?	"Sorry, I don't understand."	qna_stockbuzz_Professional	editorial:stockbuzz
What makes you think so?	"Sorry, I don't understand."	qna_stockbuzz_Professional	editorial:stockbuzz
What makes you think that?	"Sorry, I don't understand."	qna_stockbuzz_Professional	editorial:stockbuzz
What now?	"Sorry, I don't understand."	qna_stockbuzz_Professional	editorial:stockbuzz
What on earth are you talking about?	"Sorry, I don't understand."	qna_stockbuzz_Professional	editorial:stockbuzz
What on earth do you mean by that?	"Sorry, I don't understand."	qna_stockbuzz_Professional	editorial:stockbuzz
What the heck are you talking about?	"Sorry, I don't understand."	qna_stockbuzz_Professional	editorial:stockbuzz
What don't you get?	"Sorry, I don't understand."	qna_stockbuzz_Professional	editorial:stockbuzz
that is true	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
100 percent	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Right you are	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Righto	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
So true	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That is a correct statement	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That is a true statement	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That is accurate	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That is an accurate statement	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
One hundred percent	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That is right	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Nailed it	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That was a correct statement	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That was a true statement	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That was accurate	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That was an accurate statement	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That was correct	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That was right	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That was true	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That's a correct statement	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That is correct	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
correctamundo	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Absolutely	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Absolutely correct	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Absolutely right	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Accurate	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Affirmative	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Beyond a doubt	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Bullseye	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Certainly	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Right	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Correct you are	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That's accurate	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Darn straight	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Definitely	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Ding ding ding	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Fair	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
I understood what you said	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm picking up what you're throwing down	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
In a heartbeat	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Indubitably	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Correct	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
You're right	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yes, that is true"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"yes, that's accurate"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"yes, that's correct"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yes, that's right"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yes, that's true"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
You are correct	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
You are right	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
You hit the nail on the head	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That's a fair assessment	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
You're correct	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yes, that is accurate"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yup, that is accurate"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yup, that is correct"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"yup, that is right"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yup, that is true"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yup, that's accurate"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yup, that's correct"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"yup, that's right"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yup, that's true"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
You nailed it	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Understood	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
TRUE	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
thats amazing	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That's an accurate statement	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That's correct	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That's right	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That's true	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Truuuuu	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Truuuuue	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yes, that is right"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Uhhuh	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
"Yes, that is correct"	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Undoubtedly	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Unquestionably	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
What you said was accurate	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
What you said was correct	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
What you said was right	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
What you said was true	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Without a doubt	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Without a second thought	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
That's a true statement	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
Uh huh	Excellent.	qna_stockbuzz_Professional	editorial:stockbuzz
I didn't mean that	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Apologies	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
My bad	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
My apologies	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Just wanted to say sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm very sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm terribly sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm sorry friend	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm so sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm remorseful	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm really sorry about that	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm really sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
"Oh god, I'm sorry "	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I just wanted to say sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
"Oh gosh, sorry about that"	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I beg your forgiveness	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I apologize for that	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I apologize	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I am truly sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I am so very sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I am so sorry to hear that	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I am ever so sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
"Geez,  sorry"	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Forgive me	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
"Crap, sorry"	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Can you forgive me	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Can you ever forgive me	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I sincerely apologize	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Sorry for everything	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Whoops sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Whoops I'm sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Whoops I messed up	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
That's my mistake	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
That's my bad	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
That was totally my bad	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
That was my bad	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Sry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
srry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Sorry sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Sorry I messed up	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Sorry I made a mistake	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
My most sincere apologies	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Sorry for that	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Whoops that's my bad	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Sorry bot	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Sorry about that	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
So sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
"Please, won't you forgive me?"	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Please forgive me	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Please excuse me	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
"Oops, sorry"	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
"Oops, my bad"	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Oops sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Omg sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Oh no sorry	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
Sorry I goofed up	No problem at all.	qna_stockbuzz_Professional	editorial:stockbuzz
I thank you	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Oh, thank you"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
My sincere thanks	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
My humblest thanks to you	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Marvelous, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Marvelous, thank you kindly"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Marvelous, thank you"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Many thanks to you	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Many thanks	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Kthx	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"I'm grateful, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Ahh, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"I'm grateful for that, thank you"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Perfecto, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
I appreciate you	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
I appreciate that	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
I appreciate it	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
I am very thankful for that	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"How kind, thank you"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Great, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Great, thank you"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Gracias	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Gotcha, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Gotcha, thank you"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Awesome thanks!	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"I'm grateful for that, thank you kindly"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
thank you pal	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Wonderful, thank you!"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Wonderful, thank you very much"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Why thank you	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thx	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thnx	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
That's very kind	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"That's great, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"That is lovely, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"That is awesome, thanks!"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thanks bot	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thanks a lot	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Okay, thanks!"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thank you so much	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Perfect, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thank you my friend	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thank you kindly	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thank you for that	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thank you bot	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thank you	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Right on, thanks very much"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Right on, thanks a lot"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Radical, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Rad, thanks"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Rad thank you	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
"Wonderful, thanks!"	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
Thanks	You're welcome.	qna_stockbuzz_Professional	editorial:stockbuzz
I don't understand what you're talking about	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
Explain yourself	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm very confused	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm super confused	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm so confused right now	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm so confused	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm not following	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm lost	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm confused	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
Start making sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I don't understand what you're trying to say	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
That did not make any sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I don't understand what you mean	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I don't understand	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I don't think I know what you're talking about	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I don't get it	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I don't follow	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I do not understand	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I am very confused	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I am super confused	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I have no idea what you're talking about	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
We are not on the same page	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You're not making sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You're not making any sense to me	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You're no making any sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You're confusing me	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You made no sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You are not making sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You are not making any sense to me	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You are not making any sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
Say what? 	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You are confusing	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You've lost me	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
Umm	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
Try to make some sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
That was confusing	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
That made no sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
That doesn't make sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
That doesn't make any sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
That didn't make sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
That didn't make any sense	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
You are confusing me	I think I might have gotten lost there.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm happy to help	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
No worries	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
No problem	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
No biggie	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
My pleasure	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
It's my pleasure	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
Any time	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
It is my pleasure	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
Welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
Fuggitaboutit	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
Forget about it	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
Don't mention it	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
Don?ÇÖt mention it	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
De nada	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
Anytime	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
It was nothing	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You are welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You're welcome my friend	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You're welcome bot	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You're welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You're very welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You're so welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You're so very welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
Not a problem	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You're most welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
Not at all	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You are very welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You are so welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You are so very welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You are most welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
Welcome you are	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You're welk	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
You're quite welcome	Great.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to sign out	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to motor now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to run	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to run now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to scoot	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to scoot now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I gotta sign out now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to sign off now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to log out	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to sign out now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to skedaddle	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to skedaddle now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to take off	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to take off now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I must depart	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to sign off	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to jet	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
Adieu	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I gotta skedaddle now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I gotta take off	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I gotta take off now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to get going	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to get going now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to motor	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to go now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to log out now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to jet now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to leave	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to leave now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to log off	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to log off now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to go	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I have to go	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I will take my leave of you	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to get going	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to sign out	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to sign out now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to skedaddle	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to skedaddle now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to take off	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to sign off	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I should be going	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to scoot now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I'd better go	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I'll chat with you later	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I'll talk to you later	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm about to get going	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm about to get going now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm about to go	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to take off now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to log out	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I gotta sign out	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to go now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to jet	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to jet now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to leave	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to leave now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to sign off now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to log off now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to get going now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to log out now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to motor	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to motor now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to run	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to run now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to scoot	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I need to log off	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
I am jetting now	Goodbye.	qna_stockbuzz_Professional	editorial:stockbuzz
